PREDICTION RESULTS
=================

Sample sample_00000023: Ground Truth: angry, Predicted: angry
Sample samplenew_00003547: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00003568: Ground Truth: worried, Predicted: worried
Sample samplenew_00003616: Ground Truth: sad, Predicted: sad
Sample samplenew_00003651: Ground Truth: angry, Predicted: angry
Sample samplenew_00003688: Ground Truth: sad, Predicted: sad
Sample samplenew_00003701: Ground Truth: angry, Predicted: angry
Sample samplenew_00003715: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00003719: Ground Truth: fear, Predicted: fear
Sample samplenew_00003720: Ground Truth: sad, Predicted: sad
Sample samplenew_00003721: Ground Truth: sad, Predicted: worried
Sample samplenew_00003728: Ground Truth: angry, Predicted: angry
Sample samplenew_00003754: Ground Truth: angry, Predicted: angry
Sample samplenew_00003759: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00003764: Ground Truth: sad, Predicted: sad
Sample samplenew_00003765: Ground Truth: sad, Predicted: sad
Sample samplenew_00003780: Ground Truth: sad, Predicted: sad
Sample samplenew_00003793: Ground Truth: worried, Predicted: worried
Sample samplenew_00003798: Ground Truth: angry, Predicted: angry
Sample samplenew_00003837: Ground Truth: happy, Predicted: happy
Sample samplenew_00003864: Ground Truth: sad, Predicted: sad
Sample samplenew_00003877: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00003879: Ground Truth: angry, Predicted: surprise
Sample samplenew_00003882: Ground Truth: sad, Predicted: sad
Sample samplenew_00003883: Ground Truth: sad, Predicted: sad
Sample samplenew_00003928: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00003932: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00003967: Ground Truth: fear, Predicted: surprise
Sample samplenew_00003971: Ground Truth: angry, Predicted: angry
Sample samplenew_00003973: Ground Truth: happy, Predicted: happy
Sample samplenew_00003980: Ground Truth: sad, Predicted: sad
Sample samplenew_00003985: Ground Truth: happy, Predicted: happy
Sample samplenew_00003990: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00004013: Ground Truth: angry, Predicted: angry
Sample samplenew_00004027: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00004032: Ground Truth: sad, Predicted: sad
Sample samplenew_00004038: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00004051: Ground Truth: fear, Predicted: fear
Sample samplenew_00004056: Ground Truth: worried, Predicted: worried
Sample samplenew_00004060: Ground Truth: angry, Predicted: angry
Sample samplenew_00004063: Ground Truth: sad, Predicted: sad
Sample samplenew_00004065: Ground Truth: happy, Predicted: happy
Sample samplenew_00004083: Ground Truth: sad, Predicted: sad
Sample samplenew_00004088: Ground Truth: fear, Predicted: fear
Sample samplenew_00004095: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00004108: Ground Truth: fear, Predicted: fear
Sample samplenew_00004131: Ground Truth: worried, Predicted: contempt
Sample samplenew_00004143: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00004157: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00004167: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00004186: Ground Truth: doubt, Predicted: doubt
Sample samplenew_00004203: Ground Truth: angry, Predicted: angry
Sample samplenew_00004204: Ground Truth: angry, Predicted: angry
Sample samplenew_00004218: Ground Truth: sad, Predicted: sad
Sample samplenew_00004231: Ground Truth: angry, Predicted: angry
Sample samplenew_00004251: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00004312: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00004335: Ground Truth: happy, Predicted: happy
Sample samplenew_00004336: Ground Truth: angry, Predicted: angry
Sample samplenew_00004367: Ground Truth: angry, Predicted: angry
Sample samplenew_00004390: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00004400: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00004403: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00004408: Ground Truth: angry, Predicted: angry
Sample samplenew_00004475: Ground Truth: sad, Predicted: fear
Sample samplenew_00004498: Ground Truth: happy, Predicted: happy
Sample samplenew_00004499: Ground Truth: sad, Predicted: sad
Sample samplenew_00004523: Ground Truth: angry, Predicted: angry
Sample samplenew_00004556: Ground Truth: fear, Predicted: fear
Sample samplenew_00004560: Ground Truth: happy, Predicted: happy
Sample samplenew_00004565: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00004574: Ground Truth: sad, Predicted: sad
Sample samplenew_00004578: Ground Truth: contempt, Predicted: contempt
Sample samplenew_00004579: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00004582: Ground Truth: worried, Predicted: doubt
Sample samplenew_00004589: Ground Truth: sad, Predicted: sad
Sample samplenew_00004602: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00004605: Ground Truth: angry, Predicted: fear
Sample samplenew_00004624: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00004655: Ground Truth: angry, Predicted: angry
Sample samplenew_00004665: Ground Truth: happy, Predicted: happy
Sample samplenew_00004669: Ground Truth: worried, Predicted: worried
Sample samplenew_00004672: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00004676: Ground Truth: happy, Predicted: happy
Sample samplenew_00004692: Ground Truth: sad, Predicted: sad
Sample samplenew_00004704: Ground Truth: sad, Predicted: sad
Sample samplenew_00004746: Ground Truth: sad, Predicted: sad
Sample samplenew_00004790: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00004817: Ground Truth: sad, Predicted: sad
Sample samplenew_00004840: Ground Truth: sad, Predicted: sad
Sample samplenew_00004845: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00004867: Ground Truth: happy, Predicted: happy
Sample samplenew_00004872: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00004884: Ground Truth: angry, Predicted: angry
Sample samplenew_00004896: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00004899: Ground Truth: sad, Predicted: sad
Sample samplenew_00004909: Ground Truth: angry, Predicted: angry
Sample samplenew_00004921: Ground Truth: worried, Predicted: worried
Sample samplenew_00004954: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00004955: Ground Truth: angry, Predicted: angry
Sample samplenew_00004958: Ground Truth: happy, Predicted: happy
Sample samplenew_00004960: Ground Truth: happy, Predicted: happy
Sample samplenew_00004963: Ground Truth: sad, Predicted: sad
Sample samplenew_00004967: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00004982: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00004987: Ground Truth: angry, Predicted: angry
Sample samplenew_00005019: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00005034: Ground Truth: happy, Predicted: happy
Sample samplenew_00005036: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00005069: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00005072: Ground Truth: sad, Predicted: sad
Sample samplenew_00005073: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00005079: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00005131: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00005143: Ground Truth: contempt, Predicted: contempt
Sample samplenew_00005156: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00005166: Ground Truth: happy, Predicted: happy
Sample samplenew_00005184: Ground Truth: happy, Predicted: happy
Sample samplenew_00005204: Ground Truth: sad, Predicted: fear
Sample samplenew_00005208: Ground Truth: fear, Predicted: fear
Sample samplenew_00005227: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00005233: Ground Truth: angry, Predicted: angry
Sample samplenew_00005235: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00005270: Ground Truth: sad, Predicted: fear
Sample samplenew_00005279: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00005297: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00005314: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00005315: Ground Truth: sad, Predicted: sad
Sample samplenew_00005348: Ground Truth: sad, Predicted: sad
Sample samplenew_00005352: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00005362: Ground Truth: angry, Predicted: sad
Sample samplenew_00005369: Ground Truth: happy, Predicted: happy
Sample samplenew_00005389: Ground Truth: sad, Predicted: sad
Sample samplenew_00005429: Ground Truth: sad, Predicted: fear
Sample samplenew_00005437: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00005449: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00005487: Ground Truth: happy, Predicted: happy
Sample samplenew_00005493: Ground Truth: neutral, Predicted: surprise
Sample samplenew_00005537: Ground Truth: angry, Predicted: angry
Sample samplenew_00005550: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00005559: Ground Truth: sad, Predicted: sad
Sample samplenew_00005584: Ground Truth: sad, Predicted: sad
Sample samplenew_00005606: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00005659: Ground Truth: angry, Predicted: angry
Sample samplenew_00005722: Ground Truth: happy, Predicted: happy
Sample samplenew_00005729: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00005736: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00005740: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00005747: Ground Truth: doubt, Predicted: doubt
Sample samplenew_00005762: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00005782: Ground Truth: sad, Predicted: worried
Sample samplenew_00005786: Ground Truth: angry, Predicted: angry
Sample samplenew_00005807: Ground Truth: sad, Predicted: sad
Sample samplenew_00005872: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00005881: Ground Truth: worried, Predicted: worried
Sample samplenew_00005887: Ground Truth: angry, Predicted: angry
Sample samplenew_00005889: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00005895: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00005904: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00005915: Ground Truth: sad, Predicted: sad
Sample samplenew_00005921: Ground Truth: sad, Predicted: sad
Sample samplenew_00005934: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00005967: Ground Truth: angry, Predicted: angry
Sample samplenew_00005994: Ground Truth: angry, Predicted: angry
Sample samplenew_00006018: Ground Truth: happy, Predicted: happy
Sample samplenew_00006032: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00006048: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00006055: Ground Truth: sad, Predicted: sad
Sample samplenew_00006072: Ground Truth: sad, Predicted: sad
Sample samplenew_00006082: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00006088: Ground Truth: angry, Predicted: worried
Sample samplenew_00006111: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00006117: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00006122: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00006134: Ground Truth: sad, Predicted: sad
Sample samplenew_00006138: Ground Truth: worried, Predicted: worried
Sample samplenew_00006139: Ground Truth: worried, Predicted: worried
Sample samplenew_00006141: Ground Truth: angry, Predicted: angry
Sample samplenew_00006166: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00006177: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00006181: Ground Truth: happy, Predicted: happy
Sample samplenew_00006206: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00006304: Ground Truth: happy, Predicted: neutral
Sample samplenew_00006308: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00006315: Ground Truth: angry, Predicted: sad
Sample samplenew_00006317: Ground Truth: fear, Predicted: worried
Sample samplenew_00006322: Ground Truth: angry, Predicted: fear
Sample samplenew_00006328: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00006347: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00006353: Ground Truth: worried, Predicted: worried
Sample samplenew_00006367: Ground Truth: sad, Predicted: worried
Sample samplenew_00006387: Ground Truth: happy, Predicted: happy
Sample samplenew_00006430: Ground Truth: sad, Predicted: sad
Sample samplenew_00006440: Ground Truth: sad, Predicted: sad
Sample samplenew_00006451: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00006454: Ground Truth: worried, Predicted: worried
Sample samplenew_00006456: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00006483: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00006488: Ground Truth: sad, Predicted: sad
Sample samplenew_00006493: Ground Truth: fear, Predicted: fear
Sample samplenew_00006506: Ground Truth: sad, Predicted: sad
Sample samplenew_00006515: Ground Truth: happy, Predicted: happy
Sample samplenew_00006530: Ground Truth: sad, Predicted: sad
Sample samplenew_00006544: Ground Truth: surprise, Predicted: surprise
Sample samplenew_00006562: Ground Truth: sad, Predicted: sad
Sample samplenew_00006568: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00006576: Ground Truth: sad, Predicted: sad
Sample samplenew_00006580: Ground Truth: happy, Predicted: happy
Sample samplenew_00006583: Ground Truth: neutral, Predicted: happy
Sample samplenew_00006604: Ground Truth: sad, Predicted: fear
Sample samplenew_00006657: Ground Truth: sad, Predicted: sad
Sample samplenew_00006667: Ground Truth: angry, Predicted: fear
Sample samplenew_00006756: Ground Truth: sad, Predicted: sad
Sample samplenew_00006788: Ground Truth: worried, Predicted: worried
Sample samplenew_00006790: Ground Truth: sad, Predicted: worried
Sample samplenew_00006794: Ground Truth: angry, Predicted: angry
Sample samplenew_00006807: Ground Truth: fear, Predicted: fear
Sample samplenew_00006810: Ground Truth: sad, Predicted: fear
Sample samplenew_00006822: Ground Truth: sad, Predicted: sad
Sample samplenew_00006855: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00006861: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00006862: Ground Truth: neutral, Predicted: neutral
Sample samplenew_00006881: Ground Truth: sad, Predicted: sad
Sample samplenew_00006888: Ground Truth: angry, Predicted: angry
